Date,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Gender,Employee or Third Party,Critical Risk,Description_final
2017-05-16,Country_02,Local_05,Metals,1,3,Female,Third Party (Remote),Cut,maid handle pipette sample preparation chemical analysis try place three way pear pipette come break cause superficial cut right hand
2017-05-16,Country_01,Local_03,Mining,4,4,Male,Employee,Others,area machine tool maestranza mechanic injure operate bench drill drill metal jacket x x line install skip moment accompany mechanic albino manipulate jacket direct maneuver right side drill mr albino tell stop drill verify depth drill luis lift chuck albino pull iron verify everything fine communicate restart drill hole moment victim without apparent reason cross leave arm drill catch drill work clothe cause injury describe
2017-05-16,Country_02,Local_12,Others,1,1,Male,Employee,Others,employee pass corner front door see virdro slight swell frontal region due close glass door
2017-05-17,Country_02,Local_07,Mining,1,1,Male,Employee,Cut,activity maintenance scaller breaker arm extension cylinder local underground mine level removal cylinder scaller arm release fix pin cylinder come bump tool use press hand tool structure equipment
2017-05-18,Country_01,Local_06,Metals,4,4,Male,Third Party,Pressed,hours end concentrate truck clean driver instruct close gate moment mr carlos back vehicle report injury leave hand transfer medical center attention later evacuation clinic
2017-05-19,Country_01,Local_06,Metals,1,2,Male,Employee,Projection,h mechanic duty section antonio observe activity withdrawal check pom moment impact pulp line discharge stick cause irritation right part neck ear mechanic refer medical center evaluation
2017-05-23,Country_01,Local_04,Mining,1,4,Male,Third Party,Others,moments collaborators carry inspection conveyor belt tail pulley height load polymer maslucan collaborator hear noise note belt move towards tail pulley fragmentos mineral fragment project towards access ramp impact collaborators evacuate medical post
2017-05-23,Country_01,Local_03,Mining,1,4,Male,Third Party,Others,circumstances worker walk along straight line level step rock approximately cm x cm bend right ankle cause injury describe event occur worker decide report accident feel pain p approximately begin feel discomfort walk progressive mild pain ankle moment communicate event
2017-05-30,Country_02,Local_12,Others,1,2,Female,Employee,Others,upon enter build maid slip fell behind automatic door front entry mat floor wet slippery
2017-06-04,Country_02,Local_05,Metals,1,4,Male,Employee,Others,employee report try unlock cathodic sheet digger realize blade press cable project hit face
2017-06-09,Country_01,Local_03,Mining,1,4,Male,Third Party,Projection,level guide wire chamber preparation activity mix shocrete worker perform empty bag cement towards bucket complete dosage moment dust generate cement enter lower part lenses leave eye cause irritation
2017-06-09,Country_01,Local_06,Metals,1,3,Male,Third Party,Fall,mr emerson move trays climb staircase give access former din room find last step slip fall floor support body forward suffer blow right knee floor well nose metal trays carry cause cut nose ematoma knee
2017-06-11,Country_01,Local_04,Mining,1,2,Male,Third Party,Others,circumstances worker prepare food electric pot ensure lid fall head cause injury describe
2017-06-11,Country_01,Local_04,Mining,1,2,Male,Employee,Pressed,circumstances worker two partner place killer bomb basket manitou team bomb hit index finger right hand basket
2017-06-11,Country_01,Local_06,Metals,1,2,Male,Third Party,Cut,approx hours mr luis maintenance team mobile equipment adjust bolt front loader j time face impact key use activity produce slight cut surface face transfer medical service attend register
2017-06-11,Country_01,Local_01,Mining,1,4,Male,Third Party,Others,circumstances driver plate truck w k e e impromec go garit plant chicrin nv enter internal mine area santa approx old din room stop vehicle inform co pilot longer drive turn vehicle try get van lose balance fall seat complain intense pain lumbar area cite pain due overexertion due routine activity evacuation residual oil solid waste cylinders previously perform collaborator time event use correspond epps
2017-06-14,Country_02,Local_02,Mining,3,4,Male,Third Party (Remote),Pressed,employee perform insertion adjustment joint blind flange tube one wedge shift cause movement flange cause rd th finger leave hand press
2017-06-15,Country_01,Local_03,Mining,1,4,Male,Employee,Projection,convoy locomotive operate mr tito locate hopper op position st car hopper assistant observe anything ordinary dry load presence water initiate chute hydraulic module hopper switch control slightly move hopper handle untimely flow water mud splash operator generate describe injury addition collaborator meter line fire
2017-06-17,Country_01,Local_03,Mining,2,4,Male,Third Party,Projection,master additive take afo license plate towards launch team collaborator bonifacio robot assistant moment receive bucket emptiness operator enoc feel drop drop additive right eye feel burn sensation immediately go wash affect eye team eye collaborator evacuate natclar time accident employee glass use correctly
2017-06-18,Country_01,Local_04,Mining,4,4,Male,Third Party,Remains Of Choco,driver aeq plate dump truck ton head load area nv ob tj bp park proceed ore load scoop ydrs moment lift first scoop towards hopper large bank fall cause tipper shake violently operator hit gear lever communicate supervisor evacuate medical center
2017-06-24,Country_01,Local_01,Mining,2,3,Male,Employee,Others,injure collaborators time make hdpe pipe use hydraulic fill release cause one end pipe impact lip cause injury apparently support deconcentrate release little pipe action generate pipe present rubber victa lica copla release generate impact previously describe pipe empty without hydraulic load
2017-06-20,Country_01,Local_01,Mining,1,4,Male,Employee,Others,circumstance ahk license plate empresa serve supervision cma carry field inspections upper bank unexpectedly climb operational access positive ramp slide excavate area approximately meter high remain position front part floor occupants vehicle make use safety belt complete epps
2017-06-20,Country_01,Local_01,Mining,1,4,Male,Third Party,Others,circumstance ahk license plate empresa serve supervision cma carry field inspections upper bank unexpectedly climb operational access positive ramp slide excavate area approximately meter high remain position front part floor occupants vehicle make use safety belt complete epps
2017-06-24,Country_01,Local_03,Mining,1,2,Female,Third Party,Cut,surface comedor worker company c c make cut lemon time imprison knife generate movement impact first finger leave hand cause slight cut
2017-06-23,Country_02,Local_05,Metals,1,2,Male,Employee,Others,employee report remove zinc sheet cathode take easel slip hand fell hit leave foot
2017-06-19,Country_03,Local_10,Others,3,4,Male,Third Party,Others,execution task assemble box testimony box area bonsucesso around orlando research driller geosol try fit two part trestles third piece fell hand piece hold cause small trauma leave thumb employee refer lucas hospital paracatu ltda attend release without leave work soon
2017-06-22,Country_03,Local_10,Others,1,4,Male,Employee,Others,technician return activities bite step loose rock slop region release unbalance employee step false twist ankle
2017-06-22,Country_03,Local_10,Others,1,1,Male,Employee,Venomous Animals,field activity amg project target luiz reconnaissance team board car park windows close enter mr paulo put seat belt inside vehicle press wasp shoulder neck cause sting believe possibly bee nail clothe car properly close
2017-06-29,Country_02,Local_02,Mining,1,3,Male,Employee,Pressed,maintenance boltec level gts rampa xxx mechanic operator equipment perform test equipment magazine magazine carousel turn operator leave middle finger press equipment frame
2017-07-04,Country_01,Local_04,Mining,1,3,Male,Third Party,Others,approximately approximately lift kelly hq towards pulley frame align assistant marco later one strike hand frame generate injury
2017-07-04,Country_01,Local_03,Mining,1,2,Female,Employee,Others,collaborator move infrastructure office julio toilets pin right shoe hook bra leave shoe cause take step fall untimely cause injury describe
2017-07-05,Country_02,Local_09,Metals,1,2,Male,Employee,Venomous Animals,environmental monitor activity area employee surprise swarm swarm weevils exit place endure suffer two sting one face middle finger leave hand
2017-07-06,Country_02,Local_05,Metals,1,2,Male,Employee,Cut,employee perform activity strip cathodes pull cathode sheet hand hit side another cathode cause blunt cut nd finger leave hand
2017-07-09,Country_01,Local_04,Mining,1,2,Female,Third Party,Fall Prevention (Same Level),assistant clean floor module e central camp slip back immediately grab laundry table avoid fall floor suffer describe injury
